"","serotype","ENTIDAD_RES","YEAR","prop_non_hosp","prop_hosp"
"473","DENV2","nayarit",2016,0,0
"474","DENV2","nayarit",2017,0,0
"475","DENV2","nayarit",2018,0.000380767766277822,0.375
"476","DENV2","nayarit",2019,0.0034788327737201,0.845481049562682
"477","DENV2","nayarit",2020,0.00302883450448268,0.955801104972376
"478","DENV2","nayarit",2021,0.000311537263318218,0.888888888888889
"479","DENV2","nayarit",2022,1.7307625739901e-05,1
"480","DENV2","nayarit",2023,0.000242306760358614,0.384615384615385
"481","DENV2","nuevo le'on",2016,0,0
"482","DENV2","nuevo le'on",2017,0,0
"483","DENV2","nuevo le'on",2018,0,0
"484","DENV2","nuevo le'on",2019,0,0
"485","DENV2","nuevo le'on",2020,0.0206653051334418,0.971098265895954
"486","DENV2","nuevo le'on",2021,0.000363460140537921,0.666666666666667
"487","DENV2","nuevo le'on",2022,3.4615251479802e-05,0
"488","DENV2","nuevo le'on",2023,0.000242306760358614,0
"489","DENV2","nuevo leon",2016,0.000121153380179307,0.166666666666667
"490","DENV2","nuevo leon",2017,0.012928796427706,0.931506849315068
"491","DENV2","nuevo leon",2018,0.0129980269306657,0.929577464788732
"492","DENV2","nuevo leon",2019,0.00565959361694763,0.792349726775956
"493","DENV2","nuevo leon",2020,0,0
"494","DENV2","nuevo leon",2021,0,0
"495","DENV2","nuevo leon",2022,0,0
"496","DENV2","nuevo leon",2023,0,0
"497","DENV2","oaxaca",2016,0,0.214285714285714
"498","DENV2","oaxaca",2017,0.000294229637578317,0.428571428571429
"499","DENV2","oaxaca",2018,0.000796150784035446,0.483221476510067
"500","DENV2","oaxaca",2019,0.00387690816573782,0.500931098696462
"501","DENV2","oaxaca",2020,0.00112499567309356,0.78
"502","DENV2","oaxaca",2021,0.00193845408286891,0.952380952380952
"503","DENV2","oaxaca",2022,0.00195576170860881,0.951298701298701
"504","DENV2","oaxaca",2023,0.00649035965246287,0.69758064516129
"505","DENV2","puebla",2016,3.4615251479802e-05,0.285714285714286
"506","DENV2","puebla",2017,6.9230502959604e-05,0.0416666666666667
"507","DENV2","puebla",2018,3.4615251479802e-05,0.166666666666667
"508","DENV2","puebla",2019,0.00905188826196822,0.664399092970522
"509","DENV2","puebla",2020,0.0110768804735366,0.903225806451613
"510","DENV2","puebla",2021,0.00121153380179307,0.739130434782609
"511","DENV2","puebla",2022,0.00034615251479802,0.222222222222222
"512","DENV2","puebla",2023,0.00434421406071515,0.286036036036036
"513","DENV2","quer'etaro",2016,0,0
"514","DENV2","quer'etaro",2017,0,0
"515","DENV2","quer'etaro",2018,0,0
"516","DENV2","quer'etaro",2019,0,0
"517","DENV2","quer'etaro",2020,5.1922877219703e-05,0.333333333333333
"518","DENV2","quer'etaro",2021,0,0
"519","DENV2","quer'etaro",2022,0,0
"520","DENV2","quer'etaro",2023,6.9230502959604e-05,0.357142857142857
"521","DENV2","queretaro",2016,0,0
"522","DENV2","queretaro",2017,0.000553844023676832,1
"523","DENV2","queretaro",2018,3.4615251479802e-05,3.4615251479802e-05
"524","DENV2","queretaro",2019,0.000121153380179307,0.5
"525","DENV2","queretaro",2020,0,0
"526","DENV2","queretaro",2021,0,0
"527","DENV2","queretaro",2022,0,0
"528","DENV2","queretaro",2023,0,0
"529","DENV2","quintana roo",2016,1.7307625739901e-05,0.222222222222222
"530","DENV2","quintana roo",2017,1.7307625739901e-05,0.181818181818182
"531","DENV2","quintana roo",2018,0.0016442244452906,0.808219178082192
"532","DENV2","quintana roo",2019,0.00650766727820278,0.897905759162304
"533","DENV2","quintana roo",2020,0.000605766900896535,0.857142857142857
"534","DENV2","quintana roo",2021,0,0
"535","DENV2","quintana roo",2022,0.000155768631659109,0.0427350427350427
"536","DENV2","quintana roo",2023,0.000242306760358614,0.0038860103626943
"537","DENV2","san luis potos'i",2016,0,0
"538","DENV2","san luis potos'i",2017,0,0
"539","DENV2","san luis potos'i",2018,0,0
"540","DENV2","san luis potos'i",2019,0,0
"541","DENV2","san luis potos'i",2020,0.00981342379452387,0.774193548387097
"542","DENV2","san luis potos'i",2021,6.9230502959604e-05,1
"543","DENV2","san luis potos'i",2022,0,0
"544","DENV2","san luis potos'i",2023,0.000813458409775347,0.571428571428571
"545","DENV2","san luis potosi",2016,0,0
"546","DENV2","san luis potosi",2017,0.000276922011838416,0.75
"547","DENV2","san luis potosi",2018,0.00186922357990931,0.433962264150943
"548","DENV2","san luis potosi",2019,0.00380767766277822,0.191616766467066
"549","DENV2","san luis potosi",2020,0,0
"550","DENV2","san luis potosi",2021,0,0
"551","DENV2","san luis potosi",2022,0,0
"552","DENV2","san luis potosi",2023,0,0
"553","DENV2","sinaloa",2016,0,0
"554","DENV2","sinaloa",2017,0,1
"555","DENV2","sinaloa",2018,6.9230502959604e-05,0.333333333333333
"556","DENV2","sinaloa",2019,0.000363460140537921,0.625
"557","DENV2","sinaloa",2020,0.00202499221156842,0.91970802919708
"558","DENV2","sinaloa",2021,0.00936342552528644,0.912698412698413
"559","DENV2","sinaloa",2022,0.00154037869085119,0.909090909090909
"560","DENV2","sinaloa",2023,6.9230502959604e-05,0.2
"561","DENV2","sonora",2016,0,0.333333333333333
"562","DENV2","sonora",2017,3.4615251479802e-05,0.25
"563","DENV2","sonora",2018,6.9230502959604e-05,0.333333333333333
"564","DENV2","sonora",2019,0.000380767766277822,0.343283582089552
"565","DENV2","sonora",2020,1.7307625739901e-05,1
"566","DENV2","sonora",2021,0.000224999134618713,1
"567","DENV2","sonora",2022,0.00427498355775555,0.993181818181818
"568","DENV2","sonora",2023,8.6538128699505e-05,0.625
"569","DENV2","tabasco",2016,0.000190383883138911,0.892857142857143
"570","DENV2","tabasco",2017,3.4615251479802e-05,0.75
"571","DENV2","tabasco",2018,3.4615251479802e-05,0.4
"572","DENV2","tabasco",2019,0.00192114645712901,0.77208480565371
"573","DENV2","tabasco",2020,0.00154037869085119,0.819277108433735
"574","DENV2","tabasco",2021,0.000242306760358614,0.333333333333333
"575","DENV2","tabasco",2022,0.000432690643497525,0.0701754385964912
"576","DENV2","tabasco",2023,0.000276922011838416,0.0826446280991736
"577","DENV2","tamaulipas",2016,1.7307625739901e-05,0.5
"578","DENV2","tamaulipas",2017,0.000796150784035446,0.5
"579","DENV2","tamaulipas",2018,0.00143653293641178,0.541666666666667
"580","DENV2","tamaulipas",2019,0.00114230329883347,0.8203125
"581","DENV2","tamaulipas",2020,0.0068365121672609,0.850340136054422
"582","DENV2","tamaulipas",2021,1.7307625739901e-05,0.25
"583","DENV2","tamaulipas",2022,0,0.166666666666667
"584","DENV2","tamaulipas",2023,3.4615251479802e-05,0.16
"585","DENV2","tlaxcala",2016,0,0
"586","DENV2","tlaxcala",2017,0,0
"587","DENV2","tlaxcala",2018,0,0
"588","DENV2","tlaxcala",2019,6.9230502959604e-05,0.125
"589","DENV2","tlaxcala",2020,1.7307625739901e-05,1.7307625739901e-05
"590","DENV2","tlaxcala",2021,1.7307625739901e-05,1.7307625739901e-05
"591","DENV2","tlaxcala",2022,0,0
"592","DENV2","tlaxcala",2023,1.7307625739901e-05,0
"593","DENV2","veracruz",2016,8.6538128699505e-05,0.363636363636364
"594","DENV2","veracruz",2017,0.000294229637578317,0.1625
"595","DENV2","veracruz",2018,0.00154037869085119,0.31547619047619
"596","DENV2","veracruz",2019,0.00569420886842743,0.384105960264901
"597","DENV2","veracruz",2020,0.00223268372044723,0.804878048780488
"598","DENV2","veracruz",2021,0.00363460140537921,0.85207100591716
"599","DENV2","veracruz",2022,0.00313268025892208,0.619528619528619
"600","DENV2","veracruz",2023,0.0147287895046558,0.634492547906316
"601","DENV2","yucat'an",2016,0,0
"602","DENV2","yucat'an",2017,0,0
"603","DENV2","yucat'an",2018,0,0
"604","DENV2","yucat'an",2019,0,0
"605","DENV2","yucat'an",2020,0.00017307625739901,0.385964912280702
"606","DENV2","yucat'an",2021,0,0
"607","DENV2","yucat'an",2022,0.000121153380179307,0.027027027027027
"608","DENV2","yucat'an",2023,0.000155768631659109,0.00629235237173282
"609","DENV2","yucatan",2016,0,0
"610","DENV2","yucatan",2017,5.1922877219703e-05,0.111111111111111
"611","DENV2","yucatan",2018,8.6538128699505e-05,0.571428571428571
"612","DENV2","yucatan",2019,0.00122884142753297,0.578947368421053
"613","DENV2","yucatan",2020,0,0
"614","DENV2","yucatan",2021,0,0
"615","DENV2","yucatan",2022,0,0
"616","DENV2","yucatan",2023,0,0
"617","DENV2","zacatecas",2016,0,0
"618","DENV2","zacatecas",2017,0,0
"619","DENV2","zacatecas",2018,0,1
"620","DENV2","zacatecas",2019,0.000242306760358614,0.625
"621","DENV2","zacatecas",2020,0,0
"622","DENV2","zacatecas",2021,0,0
"623","DENV2","zacatecas",2022,0,0
"624","DENV2","zacatecas",2023,0,1
"625","DENV3","aguascalientes",2016,0,0
"626","DENV3","aguascalientes",2017,0,0
"627","DENV3","aguascalientes",2018,0,0
"628","DENV3","aguascalientes",2019,0,0
"629","DENV3","aguascalientes",2020,0,0
"630","DENV3","aguascalientes",2021,0,0
"631","DENV3","aguascalientes",2022,0,0
"632","DENV3","aguascalientes",2023,0.000605766900896535,0.131578947368421
"633","DENV3","baja california",2016,0,0
"634","DENV3","baja california",2017,0,0
"635","DENV3","baja california",2018,0,0
"636","DENV3","baja california",2019,0,0
"637","DENV3","baja california",2020,0,0
"638","DENV3","baja california",2021,0,0
"639","DENV3","baja california",2022,0,0
"640","DENV3","baja california",2023,3.4615251479802e-05,0.333333333333333
"641","DENV3","baja california sur",2016,0,0
"642","DENV3","baja california sur",2017,0,0
"643","DENV3","baja california sur",2018,0,0
"644","DENV3","baja california sur",2019,0,0
"645","DENV3","baja california sur",2020,0,0
"646","DENV3","baja california sur",2021,5.1922877219703e-05,0
"647","DENV3","baja california sur",2022,0.000467305894977327,0.259259259259259
"648","DENV3","baja california sur",2023,0.00186922357990931,0.36986301369863
"649","DENV3","campeche",2016,0,0
"650","DENV3","campeche",2017,0,0
"651","DENV3","campeche",2018,0,0
"652","DENV3","campeche",2019,0,0.0151515151515152
"653","DENV3","campeche",2020,0,0
"654","DENV3","campeche",2021,0,0
"655","DENV3","campeche",2022,0.000155768631659109,0.433333333333333
"656","DENV3","campeche",2023,0.00567690124268753,0.982142857142857
"657","DENV3","chiapas",2016,8.6538128699505e-05,0.15
"658","DENV3","chiapas",2017,1.7307625739901e-05,0.00980392156862745
"659","DENV3","chiapas",2018,0.000242306760358614,0.0190930787589499
"660","DENV3","chiapas",2019,0.000467305894977327,0.0738636363636364
"661","DENV3","chiapas",2020,5.1922877219703e-05,0.0597014925373134
"662","DENV3","chiapas",2021,0.000398075392017723,0.285714285714286
"663","DENV3","chiapas",2022,0.000588459275156634,0.3203125
"664","DENV3","chiapas",2023,0.00105576517013396,0.573221757322176
"665","DENV3","chihuahua",2016,0,0
"666","DENV3","chihuahua",2017,0,0
"667","DENV3","chihuahua",2018,0,0
"668","DENV3","chihuahua",2019,0,0
"669","DENV3","chihuahua",2020,0,0
"670","DENV3","chihuahua",2021,0,0
"671","DENV3","chihuahua",2022,0,0
"672","DENV3","chihuahua",2023,0,1
"673","DENV3","ciudad de m'exico",2016,0,0
"674","DENV3","ciudad de m'exico",2017,0,0
"675","DENV3","ciudad de m'exico",2018,0,0
"676","DENV3","ciudad de m'exico",2019,0,0
"677","DENV3","ciudad de m'exico",2020,3.4615251479802e-05,0
"678","DENV3","ciudad de m'exico",2021,0,0.333333333333333
"679","DENV3","ciudad de m'exico",2022,0,0
"680","DENV3","ciudad de m'exico",2023,0.000415383017757624,0.5
"681","DENV3","coahuila",2016,1.7307625739901e-05,0
"682","DENV3","coahuila",2017,0,0
"683","DENV3","coahuila",2018,0,0
"684","DENV3","coahuila",2019,0,0
"685","DENV3","coahuila",2020,0,0
"686","DENV3","coahuila",2021,0.000224999134618713,0.0204081632653061
"687","DENV3","coahuila",2022,0.00162691681955069,0.186440677966102
"688","DENV3","coahuila",2023,0.000467305894977327,0.807692307692308
"689","DENV3","colima",2016,0,0
"690","DENV3","colima",2017,0,0
"691","DENV3","colima",2018,0,0
"692","DENV3","colima",2019,0,0
"693","DENV3","colima",2020,0,0
"694","DENV3","colima",2021,0,0
"695","DENV3","colima",2022,0,0.0114942528735632
"696","DENV3","colima",2023,0.000588459275156634,0.270676691729323
"697","DENV3","distrito federal",2016,1.7307625739901e-05,0
"698","DENV3","distrito federal",2017,3.4615251479802e-05,1
"699","DENV3","distrito federal",2018,1.7307625739901e-05,0
"700","DENV3","distrito federal",2019,0,0
"701","DENV3","distrito federal",2020,0,0
"702","DENV3","distrito federal",2021,0,0
"703","DENV3","distrito federal",2022,0,0
"704","DENV3","distrito federal",2023,0,0
"705","DENV3","durango",2016,0,0
"706","DENV3","durango",2017,0,0
"707","DENV3","durango",2018,0,0
"708","DENV3","durango",2019,0,0
"709","DENV3","durango",2020,0,0
"710","DENV3","durango",2021,0,0
"711","DENV3","durango",2022,1.7307625739901e-05,1.7307625739901e-05
"712","DENV3","durango",2023,8.6538128699505e-05,0.75
"713","DENV3","guanajuato",2016,0,0
"714","DENV3","guanajuato",2017,0,0
"715","DENV3","guanajuato",2018,0,0
"716","DENV3","guanajuato",2019,0,0
"717","DENV3","guanajuato",2020,5.1922877219703e-05,0
"718","DENV3","guanajuato",2021,0,0
"719","DENV3","guanajuato",2022,3.4615251479802e-05,3.4615251479802e-05
"720","DENV3","guanajuato",2023,0.00444805981515456,0.809160305343511
"721","DENV3","guerrero",2016,1.7307625739901e-05,0.016
"722","DENV3","guerrero",2017,0,0.0476190476190476
"723","DENV3","guerrero",2018,0,0
"724","DENV3","guerrero",2019,1.7307625739901e-05,0
"725","DENV3","guerrero",2020,0,0
"726","DENV3","guerrero",2021,0,0
"727","DENV3","guerrero",2022,0.000242306760358614,0.00689655172413793
"728","DENV3","guerrero",2023,0.00181730070268961,0.477861319966583
"729","DENV3","hidalgo",2016,0,0
"730","DENV3","hidalgo",2017,0,0
"731","DENV3","hidalgo",2018,0,0
"732","DENV3","hidalgo",2019,0,0
"733","DENV3","hidalgo",2020,0,0
"734","DENV3","hidalgo",2021,0,0
"735","DENV3","hidalgo",2022,0,0
"736","DENV3","hidalgo",2023,0.00069230502959604,0.461538461538462
"737","DENV3","jalisco",2016,0,0
"738","DENV3","jalisco",2017,0,0
"739","DENV3","jalisco",2018,0,0
"740","DENV3","jalisco",2019,1.7307625739901e-05,0
"741","DENV3","jalisco",2020,0,0
"742","DENV3","jalisco",2021,0,0
"743","DENV3","jalisco",2022,0,0
"744","DENV3","jalisco",2023,0.00250960573228565,0.387755102040816
"745","DENV3","m'exico",2016,0,0
"746","DENV3","m'exico",2017,0,0
"747","DENV3","m'exico",2018,0,0
"748","DENV3","m'exico",2019,0,0
"749","DENV3","m'exico",2020,5.1922877219703e-05,0
"750","DENV3","m'exico",2021,0,0.0333333333333333
"751","DENV3","m'exico",2022,5.1922877219703e-05,0.00574712643678161
"752","DENV3","m'exico",2023,0.000121153380179307,0.826086956521739
"753","DENV3","mexico",2016,0,0
"754","DENV3","mexico",2017,0,0
"755","DENV3","mexico",2018,0,0
"756","DENV3","mexico",2019,1.7307625739901e-05,0.027027027027027
"757","DENV3","mexico",2020,0,0
"758","DENV3","mexico",2021,0,0
"759","DENV3","mexico",2022,0,0
"760","DENV3","mexico",2023,0,0
"761","DENV3","michoac'an de ocampo",2016,0,0
"762","DENV3","michoac'an de ocampo",2017,0,0
"763","DENV3","michoac'an de ocampo",2018,0,0
"764","DENV3","michoac'an de ocampo",2019,0,0
"765","DENV3","michoac'an de ocampo",2020,1.7307625739901e-05,0
"766","DENV3","michoac'an de ocampo",2021,1.7307625739901e-05,0
"767","DENV3","michoac'an de ocampo",2022,0.000121153380179307,0
"768","DENV3","michoac'an de ocampo",2023,0.00223268372044723,0.255102040816327
"769","DENV3","michoacan",2016,0,0
"770","DENV3","michoacan",2017,1.7307625739901e-05,0
"771","DENV3","michoacan",2018,5.1922877219703e-05,0
"772","DENV3","michoacan",2019,1.7307625739901e-05,0
"773","DENV3","michoacan",2020,0,0
"774","DENV3","michoacan",2021,0,0
"775","DENV3","michoacan",2022,0,0
"776","DENV3","michoacan",2023,0,0
"777","DENV3","morelos",2016,6.9230502959604e-05,0.333333333333333
"778","DENV3","morelos",2017,0.000242306760358614,0.164383561643836
"779","DENV3","morelos",2018,0,0
"780","DENV3","morelos",2019,0,0
"781","DENV3","morelos",2020,0,0
"782","DENV3","morelos",2021,0,0
"783","DENV3","morelos",2022,0,0
"784","DENV3","morelos",2023,0.00550382498528852,0.6920438957476
"785","DENV3","nayarit",2016,0,0
"786","DENV3","nayarit",2017,0,0
"787","DENV3","nayarit",2018,0,0
"788","DENV3","nayarit",2019,0,0
"789","DENV3","nayarit",2020,0,0
"790","DENV3","nayarit",2021,0,0
"791","DENV3","nayarit",2022,0,0
"792","DENV3","nayarit",2023,0.000363460140537921,0.307692307692308
"793","DENV3","nuevo le'on",2016,0,0
"794","DENV3","nuevo le'on",2017,0,0
"795","DENV3","nuevo le'on",2018,0,0
"796","DENV3","nuevo le'on",2019,0,0
"797","DENV3","nuevo le'on",2020,0.000224999134618713,0.0115606936416185
"798","DENV3","nuevo le'on",2021,0.000190383883138911,0
"799","DENV3","nuevo le'on",2022,0.000501921146457129,0.833333333333333
"800","DENV3","nuevo le'on",2023,0.000432690643497525,0.6
"801","DENV3","nuevo leon",2016,0.00136730243345218,0.333333333333333
"802","DENV3","nuevo leon",2017,0.000242306760358614,0.0136986301369863
"803","DENV3","nuevo leon",2018,0,0.0028169014084507
"804","DENV3","nuevo leon",2019,3.4615251479802e-05,0
"805","DENV3","nuevo leon",2020,0,0
"806","DENV3","nuevo leon",2021,0,0
"807","DENV3","nuevo leon",2022,0,0
"808","DENV3","nuevo leon",2023,0,0
"809","DENV3","oaxaca",2016,1.7307625739901e-05,0.5
"810","DENV3","oaxaca",2017,0,0.0357142857142857
"811","DENV3","oaxaca",2018,3.4615251479802e-05,0
"812","DENV3","oaxaca",2019,3.4615251479802e-05,0.00558659217877095
"813","DENV3","oaxaca",2020,1.7307625739901e-05,0.02
"814","DENV3","oaxaca",2021,6.9230502959604e-05,0.0272108843537415
"815","DENV3","oaxaca",2022,0.000138461005919208,0.0194805194805195
"816","DENV3","oaxaca",2023,0.000813458409775347,0.231854838709677
"817","DENV3","puebla",2016,6.9230502959604e-05,0.142857142857143
"818","DENV3","puebla",2017,0.00017307625739901,0.0833333333333333
"819","DENV3","puebla",2018,0,0
"820","DENV3","puebla",2019,0.000259614386098515,0.00226757369614512
"821","DENV3","puebla",2020,1.7307625739901e-05,0.0129032258064516
"822","DENV3","puebla",2021,0,0
"823","DENV3","puebla",2022,5.1922877219703e-05,0.0277777777777778
"824","DENV3","puebla",2023,0.00384229291425802,0.123873873873874
"825","DENV3","quer'etaro",2016,0,0
"826","DENV3","quer'etaro",2017,0,0
"827","DENV3","quer'etaro",2018,0,0
"828","DENV3","quer'etaro",2019,0,0
"829","DENV3","quer'etaro",2020,3.4615251479802e-05,0
"830","DENV3","quer'etaro",2021,1.7307625739901e-05,1.7307625739901e-05
"831","DENV3","quer'etaro",2022,1.7307625739901e-05,1
"832","DENV3","quer'etaro",2023,0.000380767766277822,0.428571428571429
"833","DENV3","queretaro",2016,0,0
"834","DENV3","queretaro",2017,0,0
"835","DENV3","queretaro",2018,0,0
"836","DENV3","queretaro",2019,0,0
"837","DENV3","queretaro",2020,0,0
"838","DENV3","queretaro",2021,0,0
"839","DENV3","queretaro",2022,0,0
"840","DENV3","queretaro",2023,0,0
"841","DENV3","quintana roo",2016,0,0
"842","DENV3","quintana roo",2017,0,0
"843","DENV3","quintana roo",2018,1.7307625739901e-05,0.0273972602739726
"844","DENV3","quintana roo",2019,8.6538128699505e-05,0.00392670157068063
"845","DENV3","quintana roo",2020,0,0
"846","DENV3","quintana roo",2021,3.4615251479802e-05,3.4615251479802e-05
"847","DENV3","quintana roo",2022,0.00434421406071515,0.735042735042735
"848","DENV3","quintana roo",2023,0.026740281768147,0.968911917098446
"849","DENV3","san luis potos'i",2016,0,0
"850","DENV3","san luis potos'i",2017,0,0
"851","DENV3","san luis potos'i",2018,0,0
"852","DENV3","san luis potos'i",2019,0,0
"853","DENV3","san luis potos'i",2020,6.9230502959604e-05,0
"854","DENV3","san luis potos'i",2021,1.7307625739901e-05,0
"855","DENV3","san luis potos'i",2022,0,1
"856","DENV3","san luis potos'i",2023,0.00136730243345218,0.333333333333333
"857","DENV3","san luis potosi",2016,0,0
"858","DENV3","san luis potosi",2017,1.7307625739901e-05,0
"859","DENV3","san luis potosi",2018,1.7307625739901e-05,0
"860","DENV3","san luis potosi",2019,0.000121153380179307,0
"861","DENV3","san luis potosi",2020,0,0
"862","DENV3","san luis potosi",2021,0,0
"863","DENV3","san luis potosi",2022,0,0
"864","DENV3","san luis potosi",2023,0,0
"865","DENV3","sinaloa",2016,0,0
"866","DENV3","sinaloa",2017,0,0
"867","DENV3","sinaloa",2018,0,0
"868","DENV3","sinaloa",2019,0,0.03125
"869","DENV3","sinaloa",2020,0,0
"870","DENV3","sinaloa",2021,0.000951919415694555,0.0277777777777778
"871","DENV3","sinaloa",2022,1.7307625739901e-05,0
"872","DENV3","sinaloa",2023,0.000224999134618713,0.6
"873","DENV3","sonora",2016,1.7307625739901e-05,0
"874","DENV3","sonora",2017,0,0
"875","DENV3","sonora",2018,0,0
"876","DENV3","sonora",2019,0,0
"877","DENV3","sonora",2020,0,0
"878","DENV3","sonora",2021,1.7307625739901e-05,0
"879","DENV3","sonora",2022,0.00110768804735366,0.00454545454545455
"880","DENV3","sonora",2023,1.7307625739901e-05,0.125
"881","DENV3","tabasco",2016,1.7307625739901e-05,0.0357142857142857
"882","DENV3","tabasco",2017,0,0
"883","DENV3","tabasco",2018,0,0
"884","DENV3","tabasco",2019,5.1922877219703e-05,0.0123674911660777
"885","DENV3","tabasco",2020,5.1922877219703e-05,0.0240963855421687
"886","DENV3","tabasco",2021,0.000536536397936931,0.666666666666667
"887","DENV3","tabasco",2022,0.00668074353560179,0.87719298245614
"888","DENV3","tabasco",2023,0.00564228599120773,0.887052341597796
"889","DENV3","tamaulipas",2016,0.000138461005919208,0.5
"890","DENV3","tamaulipas",2017,0.00122884142753297,0.136363636363636
"891","DENV3","tamaulipas",2018,8.6538128699505e-05,0.125
"892","DENV3","tamaulipas",2019,0,0.0234375
"893","DENV3","tamaulipas",2020,0.000380767766277822,0.0476190476190476
"894","DENV3","tamaulipas",2021,0,0
"895","DENV3","tamaulipas",2022,0.000190383883138911,0.333333333333333
"896","DENV3","tamaulipas",2023,0.00114230329883347,0.32
"897","DENV3","tlaxcala",2016,0,0
"898","DENV3","tlaxcala",2017,0,0
"899","DENV3","tlaxcala",2018,0,0
"900","DENV3","tlaxcala",2019,0,0
"901","DENV3","tlaxcala",2020,0,0
"902","DENV3","tlaxcala",2021,0,0
"903","DENV3","tlaxcala",2022,0,0
"904","DENV3","tlaxcala",2023,3.4615251479802e-05,1
"905","DENV3","veracruz",2016,0.000328844889058119,0.454545454545455
"906","DENV3","veracruz",2017,0.000103845754439406,0.0625
"907","DENV3","veracruz",2018,0.00017307625739901,0.0357142857142857
"908","DENV3","veracruz",2019,0.0016788396967704,0.0375275938189845
"909","DENV3","veracruz",2020,0.000276922011838416,0.024390243902439
"910","DENV3","veracruz",2021,0.000155768631659109,0.0118343195266272
"911","DENV3","veracruz",2022,0.00188653120564921,0.205387205387205
"912","DENV3","veracruz",2023,0.0068538197930008,0.26472675656494
"913","DENV3","yucat'an",2016,0,0
"914","DENV3","yucat'an",2017,0,0
"915","DENV3","yucat'an",2018,0,0
"916","DENV3","yucat'an",2019,0,0
"917","DENV3","yucat'an",2020,3.4615251479802e-05,0.0175438596491228
"918","DENV3","yucat'an",2021,1.7307625739901e-05,1.7307625739901e-05
"919","DENV3","yucat'an",2022,0.00276922011838416,0.621621621621622
"920","DENV3","yucat'an",2023,0.0442036761397072,0.966602129719264
"921","DENV3","yucatan",2016,1.7307625739901e-05,0
"922","DENV3","yucatan",2017,0,0
"923","DENV3","yucatan",2018,0,0
"924","DENV3","yucatan",2019,1.7307625739901e-05,0.00526315789473684
"925","DENV3","yucatan",2020,0,0
"926","DENV3","yucatan",2021,0,0
"927","DENV3","yucatan",2022,0,0
"928","DENV3","yucatan",2023,0,0
"929","DENV3","zacatecas",2016,0,0
"930","DENV3","zacatecas",2017,0,0
"931","DENV3","zacatecas",2018,0,0
"932","DENV3","zacatecas",2019,0,0
"933","DENV3","zacatecas",2020,0,0
"934","DENV3","zacatecas",2021,0,0
"935","DENV3","zacatecas",2022,0,0
"936","DENV3","zacatecas",2023,1.7307625739901e-05,0
"937","DENV4","aguascalientes",2016,0,0
"938","DENV4","aguascalientes",2017,0,0
"939","DENV4","aguascalientes",2018,0,0
"940","DENV4","aguascalientes",2019,0,0
"941","DENV4","aguascalientes",2020,0,0
"942","DENV4","aguascalientes",2021,0,0
"943","DENV4","aguascalientes",2022,0,0
"944","DENV4","aguascalientes",2023,1.7307625739901e-05,0
"945","DENV4","baja california",2016,0,0
"946","DENV4","baja california",2017,0,0
"947","DENV4","baja california",2018,0,0
"948","DENV4","baja california",2019,0,0
"949","DENV4","baja california",2020,0,0
"950","DENV4","baja california",2021,0,0
"951","DENV4","baja california",2022,0,0
"952","DENV4","baja california",2023,0,0
"953","DENV4","baja california sur",2016,0,0
"954","DENV4","baja california sur",2017,0,0
"955","DENV4","baja california sur",2018,0,0
"956","DENV4","baja california sur",2019,0,0
"957","DENV4","baja california sur",2020,0,0
"958","DENV4","baja california sur",2021,0,0
"959","DENV4","baja california sur",2022,0,0.037037037037037
"960","DENV4","baja california sur",2023,1.7307625739901e-05,0.0205479452054795
"961","DENV4","campeche",2016,0,0
"962","DENV4","campeche",2017,0,0
"963","DENV4","campeche",2018,0,0
"964","DENV4","campeche",2019,0,0
"965","DENV4","campeche",2020,0,0
"966","DENV4","campeche",2021,0,0
"967","DENV4","campeche",2022,1.7307625739901e-05,0
"968","DENV4","campeche",2023,0,0
"969","DENV4","chiapas",2016,0,0
"970","DENV4","chiapas",2017,0,0
"971","DENV4","chiapas",2018,1.7307625739901e-05,0
"972","DENV4","chiapas",2019,0,0.00189393939393939
"973","DENV4","chiapas",2020,0,0
"974","DENV4","chiapas",2021,6.9230502959604e-05,0.111111111111111
"975","DENV4","chiapas",2022,0.000242306760358614,0.125
"976","DENV4","chiapas",2023,0.000432690643497525,0.117154811715481
"977","DENV4","chihuahua",2016,0,0
"978","DENV4","chihuahua",2017,0,0
"979","DENV4","chihuahua",2018,0,0
"980","DENV4","chihuahua",2019,0,0
"981","DENV4","chihuahua",2020,0,0
"982","DENV4","chihuahua",2021,0,0
"983","DENV4","chihuahua",2022,0,0
"984","DENV4","chihuahua",2023,0,0
"985","DENV4","ciudad de m'exico",2016,0,0
"986","DENV4","ciudad de m'exico",2017,0,0
"987","DENV4","ciudad de m'exico",2018,0,0
"988","DENV4","ciudad de m'exico",2019,0,0
"989","DENV4","ciudad de m'exico",2020,0,0
"990","DENV4","ciudad de m'exico",2021,3.4615251479802e-05,0
"991","DENV4","ciudad de m'exico",2022,0,0
"992","DENV4","ciudad de m'exico",2023,6.9230502959604e-05,0
"993","DENV4","coahuila",2016,0,0
"994","DENV4","coahuila",2017,0,0
"995","DENV4","coahuila",2018,0,0
"996","DENV4","coahuila",2019,0,0
"997","DENV4","coahuila",2020,0,0
"998","DENV4","coahuila",2021,0,0
"999","DENV4","coahuila",2022,0,0
"1000","DENV4","coahuila",2023,6.9230502959604e-05,0.0769230769230769
"1001","DENV4","colima",2016,0,0
"1002","DENV4","colima",2017,0,0
"1003","DENV4","colima",2018,0,0
"1004","DENV4","colima",2019,0,0
