"","serotype","ENTIDAD_RES","YEAR","prop_non_hosp","prop_hosp"
"1005","DENV4","colima",2020,0,0
"1006","DENV4","colima",2021,0,0
"1007","DENV4","colima",2022,0,0
"1008","DENV4","colima",2023,0,0
"1009","DENV4","distrito federal",2016,0,0
"1010","DENV4","distrito federal",2017,0,0
"1011","DENV4","distrito federal",2018,0,0
"1012","DENV4","distrito federal",2019,0,0
"1013","DENV4","distrito federal",2020,0,0
"1014","DENV4","distrito federal",2021,0,0
"1015","DENV4","distrito federal",2022,0,0
"1016","DENV4","distrito federal",2023,0,0
"1017","DENV4","durango",2016,0,0
"1018","DENV4","durango",2017,0,0
"1019","DENV4","durango",2018,0,0
"1020","DENV4","durango",2019,0,0
"1021","DENV4","durango",2020,0,0
"1022","DENV4","durango",2021,0,0
"1023","DENV4","durango",2022,0,0
"1024","DENV4","durango",2023,0,0
"1025","DENV4","guanajuato",2016,0,0
"1026","DENV4","guanajuato",2017,0,0
"1027","DENV4","guanajuato",2018,0,0
"1028","DENV4","guanajuato",2019,0,0
"1029","DENV4","guanajuato",2020,0,0
"1030","DENV4","guanajuato",2021,0,0
"1031","DENV4","guanajuato",2022,0,0
"1032","DENV4","guanajuato",2023,0,0
"1033","DENV4","guerrero",2016,0.000138461005919208,0.032
"1034","DENV4","guerrero",2017,0,0
"1035","DENV4","guerrero",2018,0,0
"1036","DENV4","guerrero",2019,0,0
"1037","DENV4","guerrero",2020,0,0
"1038","DENV4","guerrero",2021,0,0
"1039","DENV4","guerrero",2022,0,0
"1040","DENV4","guerrero",2023,1.7307625739901e-05,0.00167084377610693
"1041","DENV4","hidalgo",2016,0,0
"1042","DENV4","hidalgo",2017,0,0
"1043","DENV4","hidalgo",2018,0,0
"1044","DENV4","hidalgo",2019,0,0
"1045","DENV4","hidalgo",2020,0,0
"1046","DENV4","hidalgo",2021,0,0
"1047","DENV4","hidalgo",2022,0,0
"1048","DENV4","hidalgo",2023,5.1922877219703e-05,0
"1049","DENV4","jalisco",2016,0,0
"1050","DENV4","jalisco",2017,0,0
"1051","DENV4","jalisco",2018,1.7307625739901e-05,0
"1052","DENV4","jalisco",2019,0,0
"1053","DENV4","jalisco",2020,0,0
"1054","DENV4","jalisco",2021,0,0
"1055","DENV4","jalisco",2022,1.7307625739901e-05,0
"1056","DENV4","jalisco",2023,1.7307625739901e-05,0
"1057","DENV4","m'exico",2016,0,0
"1058","DENV4","m'exico",2017,0,0
"1059","DENV4","m'exico",2018,0,0
"1060","DENV4","m'exico",2019,0,0
"1061","DENV4","m'exico",2020,0,0
"1062","DENV4","m'exico",2021,0,0
"1063","DENV4","m'exico",2022,0,0
"1064","DENV4","m'exico",2023,0,0
"1065","DENV4","mexico",2016,0,0
"1066","DENV4","mexico",2017,0,0
"1067","DENV4","mexico",2018,0,0
"1068","DENV4","mexico",2019,0,0
"1069","DENV4","mexico",2020,0,0
"1070","DENV4","mexico",2021,0,0
"1071","DENV4","mexico",2022,0,0
"1072","DENV4","mexico",2023,0,0
"1073","DENV4","michoac'an de ocampo",2016,0,0
"1074","DENV4","michoac'an de ocampo",2017,0,0
"1075","DENV4","michoac'an de ocampo",2018,0,0
"1076","DENV4","michoac'an de ocampo",2019,0,0
"1077","DENV4","michoac'an de ocampo",2020,0,0
"1078","DENV4","michoac'an de ocampo",2021,1.7307625739901e-05,0
"1079","DENV4","michoac'an de ocampo",2022,0,0
"1080","DENV4","michoac'an de ocampo",2023,5.1922877219703e-05,0
"1081","DENV4","michoacan",2016,1.7307625739901e-05,0
"1082","DENV4","michoacan",2017,0,0
"1083","DENV4","michoacan",2018,1.7307625739901e-05,0
"1084","DENV4","michoacan",2019,0,0
"1085","DENV4","michoacan",2020,0,0
"1086","DENV4","michoacan",2021,0,0
"1087","DENV4","michoacan",2022,0,0
"1088","DENV4","michoacan",2023,0,0
"1089","DENV4","morelos",2016,0,0
"1090","DENV4","morelos",2017,0,0
"1091","DENV4","morelos",2018,0,0
"1092","DENV4","morelos",2019,0,0
"1093","DENV4","morelos",2020,0,0
"1094","DENV4","morelos",2021,0,0
"1095","DENV4","morelos",2022,0,0
"1096","DENV4","morelos",2023,6.9230502959604e-05,0.00137174211248285
"1097","DENV4","nayarit",2016,0,0
"1098","DENV4","nayarit",2017,0,0
"1099","DENV4","nayarit",2018,0,0
"1100","DENV4","nayarit",2019,0,0
"1101","DENV4","nayarit",2020,0,0
"1102","DENV4","nayarit",2021,0,0
"1103","DENV4","nayarit",2022,0,0
"1104","DENV4","nayarit",2023,1.7307625739901e-05,0.0769230769230769
"1105","DENV4","nuevo le'on",2016,0,0
"1106","DENV4","nuevo le'on",2017,0,0
"1107","DENV4","nuevo le'on",2018,0,0
"1108","DENV4","nuevo le'on",2019,0,0
"1109","DENV4","nuevo le'on",2020,3.4615251479802e-05,0
"1110","DENV4","nuevo le'on",2021,0,0
"1111","DENV4","nuevo le'on",2022,1.7307625739901e-05,0.0833333333333333
"1112","DENV4","nuevo le'on",2023,5.1922877219703e-05,0.0666666666666667
"1113","DENV4","nuevo leon",2016,0,0
"1114","DENV4","nuevo leon",2017,0,0
"1115","DENV4","nuevo leon",2018,0,0
"1116","DENV4","nuevo leon",2019,0,0
"1117","DENV4","nuevo leon",2020,0,0
"1118","DENV4","nuevo leon",2021,0,0
"1119","DENV4","nuevo leon",2022,0,0
"1120","DENV4","nuevo leon",2023,0,0
"1121","DENV4","oaxaca",2016,5.1922877219703e-05,0.142857142857143
"1122","DENV4","oaxaca",2017,0,0
"1123","DENV4","oaxaca",2018,0,0
"1124","DENV4","oaxaca",2019,0,0
"1125","DENV4","oaxaca",2020,0,0
"1126","DENV4","oaxaca",2021,0,0
"1127","DENV4","oaxaca",2022,0,0
"1128","DENV4","oaxaca",2023,0.000121153380179307,0.0120967741935484
"1129","DENV4","puebla",2016,1.7307625739901e-05,0
"1130","DENV4","puebla",2017,0,0
"1131","DENV4","puebla",2018,0,0
"1132","DENV4","puebla",2019,0,0
"1133","DENV4","puebla",2020,0,0
"1134","DENV4","puebla",2021,0,0
"1135","DENV4","puebla",2022,0,0
"1136","DENV4","puebla",2023,0.00069230502959604,0.027027027027027
"1137","DENV4","quer'etaro",2016,0,0
"1138","DENV4","quer'etaro",2017,0,0
"1139","DENV4","quer'etaro",2018,0,0
"1140","DENV4","quer'etaro",2019,0,0
"1141","DENV4","quer'etaro",2020,0,0
"1142","DENV4","quer'etaro",2021,0,0
"1143","DENV4","quer'etaro",2022,0,0
"1144","DENV4","quer'etaro",2023,3.4615251479802e-05,0
"1145","DENV4","queretaro",2016,0,0
"1146","DENV4","queretaro",2017,0,0
"1147","DENV4","queretaro",2018,0,0
"1148","DENV4","queretaro",2019,0,0
"1149","DENV4","queretaro",2020,0,0
"1150","DENV4","queretaro",2021,0,0
"1151","DENV4","queretaro",2022,0,0
"1152","DENV4","queretaro",2023,0,0
"1153","DENV4","quintana roo",2016,1.7307625739901e-05,0
"1154","DENV4","quintana roo",2017,0,0
"1155","DENV4","quintana roo",2018,0,0
"1156","DENV4","quintana roo",2019,0,0
"1157","DENV4","quintana roo",2020,0,0
"1158","DENV4","quintana roo",2021,0,0
"1159","DENV4","quintana roo",2022,0.000207691508878812,0.00854700854700855
"1160","DENV4","quintana roo",2023,0.000276922011838416,0.00647668393782383
"1161","DENV4","san luis potos'i",2016,0,0
"1162","DENV4","san luis potos'i",2017,0,0
"1163","DENV4","san luis potos'i",2018,0,0
"1164","DENV4","san luis potos'i",2019,0,0
"1165","DENV4","san luis potos'i",2020,0,0
"1166","DENV4","san luis potos'i",2021,0,0
"1167","DENV4","san luis potos'i",2022,0,0
"1168","DENV4","san luis potos'i",2023,5.1922877219703e-05,0
"1169","DENV4","san luis potosi",2016,0,0
"1170","DENV4","san luis potosi",2017,0,0
"1171","DENV4","san luis potosi",2018,0,0
"1172","DENV4","san luis potosi",2019,0,0
"1173","DENV4","san luis potosi",2020,0,0
"1174","DENV4","san luis potosi",2021,0,0
"1175","DENV4","san luis potosi",2022,0,0
"1176","DENV4","san luis potosi",2023,0,0
"1177","DENV4","sinaloa",2016,0,0
"1178","DENV4","sinaloa",2017,0,0
"1179","DENV4","sinaloa",2018,0,0
"1180","DENV4","sinaloa",2019,0,0
"1181","DENV4","sinaloa",2020,0,0
"1182","DENV4","sinaloa",2021,0,0
"1183","DENV4","sinaloa",2022,1.7307625739901e-05,0
"1184","DENV4","sinaloa",2023,0,0
"1185","DENV4","sonora",2016,0,0
"1186","DENV4","sonora",2017,0,0
"1187","DENV4","sonora",2018,0,0
"1188","DENV4","sonora",2019,0,0
"1189","DENV4","sonora",2020,0,0
"1190","DENV4","sonora",2021,0,0
"1191","DENV4","sonora",2022,0,0
"1192","DENV4","sonora",2023,0,0.125
"1193","DENV4","tabasco",2016,0,0
"1194","DENV4","tabasco",2017,0,0
"1195","DENV4","tabasco",2018,0,0
"1196","DENV4","tabasco",2019,0,0
"1197","DENV4","tabasco",2020,0,0.00803212851405622
"1198","DENV4","tabasco",2021,0,0
"1199","DENV4","tabasco",2022,0.00017307625739901,0.0175438596491228
"1200","DENV4","tabasco",2023,0.000259614386098515,0.0110192837465565
"1201","DENV4","tamaulipas",2016,0,0
"1202","DENV4","tamaulipas",2017,0,0
"1203","DENV4","tamaulipas",2018,0,0
"1204","DENV4","tamaulipas",2019,0,0
"1205","DENV4","tamaulipas",2020,0,0
"1206","DENV4","tamaulipas",2021,0,0
"1207","DENV4","tamaulipas",2022,0,0
"1208","DENV4","tamaulipas",2023,0.000138461005919208,0.08
"1209","DENV4","tlaxcala",2016,0,0
"1210","DENV4","tlaxcala",2017,0,0
"1211","DENV4","tlaxcala",2018,0,0
"1212","DENV4","tlaxcala",2019,0,0
"1213","DENV4","tlaxcala",2020,0,0
"1214","DENV4","tlaxcala",2021,0,0
"1215","DENV4","tlaxcala",2022,0,0
"1216","DENV4","tlaxcala",2023,0,0
"1217","DENV4","veracruz",2016,6.9230502959604e-05,0
"1218","DENV4","veracruz",2017,0,0
"1219","DENV4","veracruz",2018,3.4615251479802e-05,0
"1220","DENV4","veracruz",2019,0.000363460140537921,0.00441501103752759
"1221","DENV4","veracruz",2020,0,0.00609756097560976
"1222","DENV4","veracruz",2021,1.7307625739901e-05,0
"1223","DENV4","veracruz",2022,0.000207691508878812,0.0235690235690236
"1224","DENV4","veracruz",2023,0.00226729897192703,0.0695528743789922
"1225","DENV4","yucat'an",2016,0,0
"1226","DENV4","yucat'an",2017,0,0
"1227","DENV4","yucat'an",2018,0,0
"1228","DENV4","yucat'an",2019,0,0
"1229","DENV4","yucat'an",2020,0,0
"1230","DENV4","yucat'an",2021,0,0
"1231","DENV4","yucat'an",2022,3.4615251479802e-05,0
"1232","DENV4","yucat'an",2023,0.000415383017757624,0.00193610842207164
"1233","DENV4","yucatan",2016,0,0.25
"1234","DENV4","yucatan",2017,0,0
"1235","DENV4","yucatan",2018,0,0
"1236","DENV4","yucatan",2019,0,0
"1237","DENV4","yucatan",2020,0,0
"1238","DENV4","yucatan",2021,0,0
"1239","DENV4","yucatan",2022,0,0
"1240","DENV4","yucatan",2023,0,0
"1241","DENV4","zacatecas",2016,0,0
"1242","DENV4","zacatecas",2017,0,0
"1243","DENV4","zacatecas",2018,0,0
"1244","DENV4","zacatecas",2019,0,0
"1245","DENV4","zacatecas",2020,0,0
"1246","DENV4","zacatecas",2021,0,0
"1247","DENV4","zacatecas",2022,0,0
"1248","DENV4","zacatecas",2023,0,0
