"","NOM_ENT","Year","1A4","5A9","10A14","15A19","20A24","25A29","30A34","35A39","40A44","45A49","50A54","55A59","60A64","65A69","70A74","75YMAS"
"106","jalisco","2017",572305.154821734,727211.979473782,734718.014608103,717644.028803869,709353.43269063,645149.422687497,615155.067039732,573089.3908061,541013.847886103,461824.930076668,408165.584971163,323292.573598773,276692.894500826,215032.04757363,158101.060899739,233030.900601453
"107","jalisco","2018",566628.200036191,725644.067527697,729543.899396204,718649.958667139,709133.163821266,654122.946411272,624279.929902459,584052.720622966,545059.638887432,478812.254104968,420853.59557483,334868.002466048,288894.890982865,223679.942917743,165859.200455971,243455.92480688
"108","jalisco","2019",561007.557543777,724079.536092303,724406.221930071,719657.298553833,708912.963349928,663221.284829425,633540.145827731,595225.781421773,549135.684982766,496424.423521314,433936.018689023,346857.887353669,301634.988446558,232675.628717867,173998.037833151,254347.329777275
"109","jalisco","2020",555442.668757277,722518.377879018,719304.725603645,720666.050440395,708692.831255378,672446.174016705,642937.722566439,606612.585403695,553242.212424703,514684.422037459,447425.114803847,359277.067780309,314936.916833713,242033.091984308,182536.254163503,265725.979830423
"110","jalisco","2021",549932.980630357,720960.585614977,714239.155617965,721676.216306042,708472.767516383,681799.374195299,652474.697651315,618217.221524228,557379.449157789,533616.078775906,461333.525532251,372140.914590769,328825.452562835,251766.882239807,191493.44727665,277613.672684002
"111","jalisco","2022",544477.945602602,719406.152042995,709209.258968449,722687.798132765,708252.772111717,691282.67007071,662153.138838703,630043.856961507,561547.624831183,553244.09936668,475674.285457402,385465.348980018,343326.464678145,261892.134141982,200890.176682649,290033.181212778
"112","jalisco","2023",539077.021545096,717855.069921532,704214.784432248,723700.797905333,708032.845020161,700897.871172299,671975.144556877,642096.738612734,565746.970811395,573594.098187936,490460.834348342,399266.862198367,358466.963033736,272424.591015559,210748.010762387,303008.297073877
"113","m'exico","2016",1075461.72854142,1441732.93680099,1490378.05620639,1432294.92416864,1450367.30434971,1308738.2124903,1257878.2267062,1237337.73277037,1190937.46380981,1012280.14033762,903711.401054983,690619.698100671,548623.290301471,393823.376382151,273947.454329914,375475.482655552
"114","m'exico","2017",1065276.13998375,1426510.56169694,1484058.05927054,1443435.60707585,1441658.47544961,1323354.33440717,1264330.25905136,1241706.00521426,1192616.75763222,1044270.69623301,928625.424245031,715600.509071365,574877.152948475,412850.709619272,287229.381862612,393355.861569269
"115","m'exico","2018",1055187.01809848,1411448.91032881,1477764.86248857,1454662.94449363,1433001.93930363,1338133.69066521,1270815.38579349,1246089.69932002,1194298.41936044,1077272.23281023,954226.29121152,741484.915636668,602387.370030431,432797.336712035,301155.263541244,412087.715385786
"116","m'exico","2019",1045193.4492596,1396546.28571311,1471498.35221358,1465977.61043848,1424397.38191636,1353078.10428221,1277333.77668363,1250488.86953199,1195982.45233337,1111316.6995591,980532.93724923,768305.602283866,631214.063232571,453707.672775396,315756.32050755,431711.591876133
"117","m'exico","2020",1035294.52849393,1381801.00878376,1465258.41528054,1477380.28416956,1415844.49117783,1368189.4186356,1283885.6023435,1254903.5704867,1197668.85989459,1146437.05565228,1007564.81967178,796096.435750045,661420.231308044,475628.278813162,331065.287613051,452269.969721725
"118","m'exico","2021",1025489.3593992,1367211.4182029,1459044.93900434,1488871.65022941,1407342.95685212,1383469.49768983,1290471.03427,1259333.85701357,1199357.64539243,1182667.30185384,1035341.93220292,824892.507785941,693071.887757352,498607.965395287,347116.486808985,473807.350465539
"119","m'exico","2022",1015777.05406288,1352775.87017372,1452857.81117768,1500452.39848513,1398892.47056619,1398920.22622631,1297090.24483969,1263779.78413561,1201048.81217992,1220042.51343606,1063884.81976461,854730.179466628,726238.20509631,522697.901344272,363945.904094423,496370.354842045
"120","m'exico","2023",1006156.73298177,1338492.73825528,1446696.92006912,1512123.22416972,1390492.7257986,1414543.51007586,1303743.4073133,1268241.40707005,1202742.36361481,1258598.87413657,1093214.59367275,885647.127104995,760991.666027814,547951.727672678,381591.270195117,520007.823694449
"121","michoac'an de ocampo","2016",362878.085930652,440151.508324944,439078.140779671,420912.648488963,410366.824572177,356467.761868037,326189.708391179,308683.38451776,289685.946855283,242912.880803712,225631.393327396,184017.830082162,150903.408937488,124047.634780538,93597.6863691181,159470.127738238
"122","michoac'an de ocampo","2017",360274.37475073,440599.575554892,436074.562316076,417658.522569682,405364.761861148,359277.77732114,330920.573227591,311151.499938725,292114.16967212,249590.540792114,230037.826853616,188485.417763037,157479.351843078,127882.492222355,96648.6000791999,163600.652965593
"123","michoac'an de ocampo","2018",357689.345635588,441048.098910147,433091.530271782,414429.554686246,400423.670529545,362109.943969082,335720.051761874,313639.349475735,294562.74648304,256451.769238365,234530.315144356,193061.469605659,164341.855704461,131835.901957612,99798.961487483,167838.165243726
"124","michoac'an de ocampo","2019",355122.864538274,441497.07885504,430128.904095995,411225.550338878,395542.807382146,364964.436428492,340589.13912699,316147.090915307,297031.847900505,263501.612427955,239110.538792878,197748.618904598,171503.408035986,135911.528958605,103052.012194883,172185.435704248
"125","michoac'an de ocampo","2020",352574.798373648,441946.515854371,427186.544199375,408046.316531502,390721.438282719,367841.430692498,345528.844888728,318674.883305559,299521.645967097,270745.255368452,243780.211213331,202549.562885591,178977.040522486,140113.151498025,106411.099465663,176645.307255407
"126","michoac'an de ocampo","2021",350045.015011476,442396.410373414,424264.311947465,404891.661760116,385958.838043601,370741.104141566,350540.193255028,321222.886966298,302032.314167502,278188.025602956,248541.079281724,207467.064257661,186776.352732689,144444.664651574,109879.679671634,181220.696441211
"127","michoac'an de ocampo","2022",347533.383269582,442846.762877916,421362.069654157,401761.39600126,381254.290316618,373663.635554445,355624.223288343,323791.263499187,304564.0274406,285835.397128398,253394.92398941,212503.952802923,194915.536865986,148910.083908861,113461.321848638,185914.59534871
"128","michoac'an de ocampo","2023",345039.772907042,443297.5738341,418479.680575207,398655.330700567,376607.087485344,376609.205119189,360781.989121082,326380.175797996,307116.962191654,293692.994421542,258343.561109337,217663.127004986,203409.4035776,153513.548895918,117159.71136894,190730.07356468
"129","morelos","2016",128498.574407056,163418.180097562,168629.292509678,168859.807184684,171732.150856836,148422.529845044,137267.339960603,134505.746238485,128907.92726388,113057.068871494,105068.491529174,86689.4445772547,71135.7625507291,54317.9733958837,41505.8540998817,67301.3776113938
"130","morelos","2017",126451.304518406,162305.181147605,167525.168030236,168325.871680717,169304.104388137,149960.180036863,138793.123503354,134892.494387853,129329.324512763,115800.758336265,107313.151928599,88968.2081648291,74267.7494345062,56959.8151231378,43012.5950368816,69370.7508423669
"131","morelos","2018",124436.652221167,161199.762545575,166428.272964189,167793.624483323,166910.387016376,151513.760209898,140335.866764417,135280.354565037,129752.099300213,118611.032154887,109605.766764557,91306.8725109489,77537.63238474,59730.1470586143,44574.0335171671,71503.7528684858
"132","morelos","2019",122454.097844106,160101.872663682,165338.559975916,167263.060254069,164550.513377326,153083.435397979,141895.758258113,135669.329967479,130176.256129373,121489.506208543,111947.360525201,93707.0121979419,80951.4827311808,62635.218529606,46192.1551649208,73702.3401389358
"133","morelos","2020",120503.129995513,159011.460225762,164255.982039733,166734.173671401,162224.004969116,154669.37234468,143472.988594175,136059.42380182,130601.799518109,124437.835592914,114338.979585623,96170.2431984216,84515.6391139223,65681.5828094584,47869.0176862353,75968.5292595246
"134","morelos","2021",118583.245431297,157928.474304877,163180.492437862,166206.959430594,159930.390055203,156271.739521028,145067.750501042,136450.639283917,131028.733999055,127457.715569842,116781.692675447,98698.2239632936,88236.7192526229,68876.1119004732,49606.7534858229,78304.3988423702
"135","morelos","2022",116693.948925167,156852.864320941,162112.044758419,165681.412243694,157669.203568725,157890.707143405,146680.238849413,136842.979638876,131457.064119659,130550.882542093,119276.591356405,101292.656538362,92121.632233905,72226.0120358026,51407.5723787165,80712.0914124611
"136","morelos","2023",114834.753140898,155784.580038356,161050.592893406,165157.526839469,155439.987018198,159526.447191624,148310.650676053,137236.448101076,131886.79444224,133719.115051769,121824.790510113,103955.287710287,96177.5913397481,75738.8399353022,53273.7644004107,83193.8153728414
"137","nayarit","2016",92740.1751216716,113965.818277166,108673.717956039,105958.882749749,102090.844580522,92100.7272460941,85118.047411398,83243.9467126814,79387.3074338164,67025.8950803692,58782.4777931122,48327.1594970594,39926.6862612446,31285.9503811597,23919.6367143509,38639.6299686807
"138","nayarit","2017",90865.7666242955,113986.813578617,109846.721733892,105555.528951696,100947.122870167,92232.6546967889,86471.5843857123,83743.5948551359,79894.1038439962,68984.189890352,60283.2657664319,49814.8946418965,41751.7983885954,32825.0756120045,24835.8047194968,39935.2582006166
"139","nayarit","2018",89029.2425412031,114007.812747918,111032.386695046,105153.710600999,99816.2142514869,92364.7711237574,87846.6451425445,84246.2419936269,80404.1355648279,70999.7001774009,61822.3706774756,51348.4292064432,43660.3392847553,34439.9187432923,25787.0637180251,41274.3302366664
"140","nayarit","2019",87229.8371754574,114028.815785782,112230.849501942,104753.42185267,98697.9751796687,92497.0767976942,89243.5719505011,84751.9061287763,80917.4232500392,73074.097605455,63400.7708041498,52929.1731102361,45656.1226110115,36134.2047483601,26774.7577623473,42658.3027941732
"141","nayarit","2020",85466.800305925,114049.822692921,113442.248292133,104354.656883969,97592.2637180302,92629.5719896815,90662.7125209027,85260.6053692493,81433.987685208,75209.1026794395,65019.4694009826,54558.5796767043,47743.1363571549,37911.8418521447,27800.2823846623,44088.6814357751
"142","nayarit","2021",83739.3968744915,114070.833470048,114666.722694202,103957.409894322,96498.9395200023,92762.2569711898,92104.4200943337,85772.3579324036,81953.849788604,77406.4861722524,66679.4953368076,56238.1469693436,49925.5508103119,39776.9305463201,28865.0865687312,45567.0222072401
"143","nayarit","2022",82046.9066795924,114091.848117876,115904.413843859,103561.675105237,95417.8638113163,92895.1320140784,93569.0535285678,86287.182144941,82477.030612036,79668.0705934431,68381.9037487278,57969.4191690246,52207.726888045,41733.7730479393,29970.674797175,47094.9333302194
"144","nayarit","2023",80388.6240759435,114112.866637117,117155.464400202,103167.446760219,94348.8993723886,93028.1973905963,95056.9773878921,86805.0964435645,83003.5513417045,81995.7317008019,70127.7767127767,59753.9879936996,54594.2248523722,43786.8832233974,31118.6091771872,48674.0769517611
"145","nuevo le'on","2016",360814.2773794,450936.139280135,452910.366674373,448553.81079412,467146.637360108,420569.547549849,409536.592471163,400982.111103292,388911.639102877,328523.452843492,286527.944560502,220187.184378771,172231.344038764,130625.341338137,96582.4123175538,132626.468756131
"146","nuevo le'on","2017",364803.769689226,454479.487532518,455700.636204563,454635.514330849,476432.012762384,436919.888524731,419269.967241996,407562.922628194,394266.521882112,342675.806954998,298054.263364776,229719.057888481,182666.523351406,136310.370808332,101149.134827435,140514.306373109
"147","nuevo le'on","2018",368837.373471041,458050.678567379,458508.095900014,460799.676464559,485901.951617473,453905.876211441,429234.673195857,414251.736677715,399695.135469829,357437.825689117,310044.257798948,239663.56491663,193733.950922312,142242.822101473,105931.786448858,148871.265899578
"148","nuevo le'on","2019",372915.576461583,461649.931166639,461332.851665111,467047.415207691,495560.122454286,471552.222433596,439436.208334981,421050.325760501,405198.495057649,372835.772588235,322516.580400175,250038.568312567,205471.933506747,148433.463421807,110940.576994464,157725.247930941
"149","nuevo le'on","2020",377038.871790452,465277.465831355,464175.010056691,473379.863731225,505410.266720312,489884.599728076,449880.201331527,427960.491475137,410777.629815254,388897.04259327,335490.634051586,260862.704205983,217921.09879559,154893.531623517,116186.199029189,167105.81242493
"150","nuevo le'on","2021",381207.758039738,468933.504795228,467034.678288062,479798.170570205,515456.200231002,508929.678694351,460572.41463319,434984.064987565,416433.583082857,405650.210782816,348986.60216687,272155.415482108,231124.536036538,161634.752607144,121679.850696323,177044.277390659
"151","nuevo le'on","2022",385422.739304313,472618.272038218,469911.964233046,486303.499832054,525701.814647972,528715.166795825,471518.74764261,442122.907516331,422167.412566309,423125.08321191,363025.480089111,283936.986706052,245127.945175293,168669.362603688,127433.259622855,187573.823447115
"152","nuevo le'on","2023",389684.325252781,476331.993300266,472806.976430049,492897.031407711,536151.078986572,549269.848669644,482725.239972359,449378.910825808,427980.190534899,441352.749940861,377629.107752722,296228.58055901,259979.795032935,176010.130385023,133458.707955144,198729.604600176
"153","oaxaca","2016",300075.552542537,395164.871216417,403416.328900496,367598.89869142,333269.426436113,286275.290522001,278546.007958796,263804.05065015,246114.871148941,209695.050714348,196399.600785465,162477.946211541,134300.384177765,110350.15236295,88720.3739055425,154477.322142575
"154","oaxaca","2017",298620.013951296,393777.425674617,402375.504624283,365563.536779829,327560.444889288,291516.600283101,281351.272972848,267073.170217046,249531.559688694,215639.639235078,199932.522542299,166649.195088733,139454.592100915,114404.554100412,89989.1404559317,159212.538171974
"155","oaxaca","2018",297171.535557304,392394.851530229,401337.365700884,363539.444483369,321949.259502917,296853.871270759,284184.790094538,270382.801454313,252995.680391011,221752.749294873,203528.996037985,170927.53122054,144806.609281856,118607.91959639,91276.0513004501,164092.903473344
"156","oaxaca","2019",295730.083114554,391017.131679512,400301.905202021,361526.559403199,316434.195006389,302288.860404032,287046.843853699,273733.446391751,256507.891732664,228039.158265461,207190.164468947,175315.703826788,150364.027285197,122965.721964498,92581.3659158385,169122.867328624
"157","oaxaca","2020",294295.622543151,389644.249078772,399269.116217291,359524.819485975,311013.604826864,307823.356768767,289937.721645694,277125.613280424,260068.861331729,234503.778950994,210917.191595921,179816.532707216,156134.729026186,127483.635407348,93905.3474895458,174307.015404244
"158","oaxaca","2021",292868.119928508,388276.186744161,398238.991854121,357534.163021936,305685.870597668,313459.182206529,292857.713760271,280559.816669759,263679.266074484,241151.663427385,214711.262113883,184432.910053461,162126.899952224,132167.542604808,95248.2629727951,179650.073931741
"159","oaxaca","2022",291447.541520543,386912.92775146,397211.52523772,355554.528643003,300449.401675123,319198.191914316,295807.113410717,284036.577485597,267339.792244079,247988.006990487,218573.582028616,189167.802307552,168349.039653504,137023.542373712,96610.3831344079,185156.914016521
"160","oaxaca","2023",290033.85373288,385554.455235871,396186.709511035,353585.855320884,295302.634663639,325042.275055251,298786.2167633,287556.423109211,271051.135650985,255018.152216196,222505.379040065,194024.252068117,174809.97391925,142057.957609008,97991.9826153989,190832.556078699
"161","puebla","2016",471269.434929858,604484.161503074,625007.789829506,591916.260209132,572980.621713471,473998.538990685,453535.957906524,434106.830473639,396066.854345194,332246.206116657,297392.048296822,240312.699837369,193321.226856048,150044.949500454,112831.8797057,188512.380932224
"162","puebla","2017",471142.155860733,603125.056949824,619661.435792204,595829.102376144,572519.407841878,487129.255322552,459114.271826502,440022.776778429,403217.998369355,344310.294530418,306352.26323788,247255.787026003,201806.215807341,156598.985153936,116556.55538553,193665.577758236
"163","puebla","2018",471014.911166766,601769.0081676,614360.814787285,599767.8102523,572058.565218853,500623.719002153,464761.19681391,446019.344760244,410498.259133009,356812.438297635,315582.44320406,254399.473099929,210663.616203949,163439.304241083,120404.1857565,198959.642984489
"164","puebla","2019",470887.700838674,600416.008285897,609105.535611653,603732.554821984,571598.093545565,514492.006565272,470477.576757894,452097.633119862,417909.96789006,369768.543509687,325090.722053231,261749.553739325,219909.77341596,170578.411760148,124378.829656848,204398.427406297
"165","puebla","2020",470760.524867174,599066.050449654,603895.210408588,607723.508199867,571137.992523421,528744.473688075,476264.265927107,458258.755531001,425455.497986122,383195.093819074,334885.478710723,269311.992072497,229561.750221927,178029.358933728,128484.67991049,209985.887084771
"166","puebla","2021",470633.383242989,597719.127819227,598729.454639117,611740.843638378,570678.26185407,543391.762919861,482122.129097367,464503.840844363,433137.265618508,397109.171411068,344975.34455304,277092.92351378,239637.358296373,185805.767068109,132726.067750005,215726.086224379
"167","puebla","2022",470506.275956841,596375.233570346,593607.88705364,615784.735535225,570218.901239401,558444.811630025,488052.041680897,470834.033294468,440957.73060993,411528.478736842,355369.21101404,285098.660741199,250155.191079297,193921.852454797,137107.467385617,221623.200129163
"168","puebla","2023",470379.202999458,595034.360894087,588530.129663785,619855.359440967,569759.910381544,573914.860175176,494054.889857145,477250.492709305,448919.397196174,426471.361035756,366076.237420279,293335.698817957,261134.658088354,202392.452359756,141633.50072501,227681.518239775
"169","quer'etaro","2016",151019.383416337,191856.182918298,193533.093075354,189881.219406365,201357.423121127,177569.679293361,169469.526633816,159134.284685708,145351.751150038,117952.925855107,102696.310268897,78857.7548498647,61717.2564651884,45312.8607375566,32023.8976652625,47339.6558767431
"170","quer'etaro","2017",151812.845331912,193261.164635672,194928.373289251,192051.794398944,203397.605500374,186214.640481569,175551.402180601,164852.780793859,150306.390689452,125312.950433603,108130.633324212,83300.1107257498,66050.4262755882,48197.3670386326,34084.6825562279,50407.5137600187
"171","quer'etaro","2018",152610.476128311,194676.435172495,196333.712800213,194247.181723218,205458.459300998,195280.480697341,181851.542396564,170776.77126046,155429.920199377,133132.225695398,113852.521404913,87992.7213263045,70687.8280250139,51265.4939821821,36278.08198435,53674.1849176553
"172","quer'etaro","2019",153412.297709001,196102.069874805,197749.184130919,196467.665014539,207540.193968813,204787.690391932,188377.780303846,176913.640532498,160728.096672207,141439.407956496,119877.191428174,92949.6844476012,75650.8218439872,54528.9304108781,38612.6298900426,57152.5534921282
"173","quer'etaro","2020",154218.332092531,197538.144640405,199174.8603269,198713.531150559,209643.021071771,214757.757592066,195138.230033921,183271.038417322,166206.873340297,150264.941629196,126220.665536239,98185.8920679374,80962.2675582211,58000.1092506361,41097.4093853305,60856.3385858913
"174","quer'etaro","2021",155028.601413136,198984.735922907,200610.81496031,200985.070288295,211767.154321458,225213.216466793,202141.296915972,189856.889618376,171872.406365243,159641.170795701,132899.813706069,103717.075087128,86646.6299822488,61692.25487714,43742.0880938494,64800.1483711613
"175","quer'etaro","2022",155843.127921347,200441.920735801,202057.122133723,203282.575901612,213912.809594818,236177.698258814,209395.687927314,196679.4036136,177731.061755176,169602.457743679,139932.398613735,109559.850586127,92730.091605721,65619.4334976062,46556.9557650281,68999.5377062993
"176","quer'etaro","2023",156661.933984598,201909.776656551,203513.856483958,205606.344819142,216080.204956091,247675.9846954,216910.422518855,203747.084888815,183789.422517856,180185.308898217,147337.122872874,115731.771748973,99240.6731914103,69796.6067397271,49552.9643087973,73471.0694860357
"177","quintana roo","2016",113697.687778951,144535.845857578,136960.553194555,136000.441322979,154672.748786236,151137.489017056,143292.411250976,130954.917257125,115719.098621998,89587.3329213367,72392.3702638921,51079.6629281346,37518.6500444265,25560.6764171305,16694.8819436097,20789.3231127251
"178","quintana roo","2017",115803.393438184,147594.948620269,141501.22057781,139195.35870833,157637.503745956,159306.134436081,151093.171941084,138388.853907864,120991.811135827,96052.4884732626,77530.3346381271,54817.0747406197,40288.2886308513,27569.8199545473,17872.1897157664,22015.4033757951
"179","quintana roo","2018",117948.09721963,150718.797326481,146192.425176375,142465.330975856,160659.086893189,167916.27698739,159318.601787171,146244.793911243,126504.773509743,102984.20815817,83032.9600645513,58827.9466007125,43262.3828117693,29736.8880197844,19132.5201528969,23313.7934876917
"180","quintana roo","2019",120132.521376908,153908.76232482,151039.157766118,145812.1213121,163738.587506118,176991.778609875,167991.819546397,154546.693192368,132268.932670044,110416.162022888,88926.1279376819,63132.2871136693,46456.025563688,32074.2939402238,20481.7279372366,24688.7580258614
"181","quintana roo","2020",122357.401539933,157166.242967332,156046.574582613,149237.534324317,166877.115742124,186557.790927199,177137.202548445,163319.867585792,138295.734337055,118384.449945372,95237.5565539426,67751.568880266,49885.424031404,34595.4267668973,21926.0806178459,26144.8130773456
"182","quintana roo","2021",124623.486962642,160492.668223368,161220.002806646,152743.417013531,170075.803037997,196640.824952389,186780.455211528,172591.070033701,144597.145752555,126927.776985792,101996.931483643,72708.835614852,53567.9817762572,37314.7279692045,23472.2877256,27686.7410719212
"183","quintana roo","2022",126931.540775317,163889.497306429,166564.946231578,156331.659770446,173335.802517816,207268.824559814,196948.681288361,182388.572166398,151185.679442779,136087.641392001,109236.045195957,78028.8171010516,57522.387095978,40247.7741580584,25127.5319413415,29319.606490047
"184","quintana roo","2023",129282.340241576,167358.220314286,172087.091118602,160004.197394757,176658.289408651,218471.243928155,207670.460045171,192742.250513898,158074.418064167,145908.536172589,116988.946593621,83738.0525585763,61768.7078643329,43411.3663113114,26899.5024619825,31048.7724972087
"185","san luis potos'i","2016",192942.029057534,254259.792108148,274105.318233101,256826.04730053,237628.871228881,199227.702944068,195039.939289555,182249.394852988,178679.598135407,153057.300976669,139985.232485665,110540.387409623,89628.441359106,74211.3759439547,57193.4136643842,97777.7978395269
"186","san luis potos'i","2017",191876.694773189,251369.466378647,268657.215536384,256109.481769878,236282.463054407,204487.804440789,197345.902908061,184663.933565726,179082.847325747,157028.177054821,143327.754516156,114184.27120306,93842.0523465383,76154.0654374483,58639.4141410925,100388.365640753
"187","san luis potos'i","2018",190817.242758989,248511.99673997,263317.39903851,255394.915515254,234943.683645592,209886.785557899,199679.130010287,187110.461395356,179487.00658031,161102.07243834,146750.08820482,117948.272986051,98253.7535527023,78147.6102401196,60121.9733270066,103068.632948363
"188","san luis potos'i","2019",189763.640535831,245687.009696948,258083.716448761,254682.342958516,233612.489777753,215428.313059047,202039.942933301,189589.402151027,179892.077952953,165281.659831453,150254.139268573,121836.352361105,102872.857592093,80193.3416313523,61642.0155228029,105820.460668322
"189","san luis potos'i","2020",188715.855803948,242894.136000153,252954.058255236,253971.758537084,232288.83847112,221116.150519464,204428.667825167,192101.185256743,180298.063502172,169569.681278284,153841.858928424,125852.59945616,107709.114883703,82292.6257404763,63200.488397919,108645.75939089
"190","san luis potos'i","2021",187673.856441913,240133.010597645,247926.35687458,253263.1567039,230972.686989446,226954.160882024,206845.634690012,194646.245825748,180704.965291105,173968.949961784,157515.244996005,130001.239227259,112772.734233081,84446.8644590626,64798.3635813774,111546.490717148
"191","san luis potos'i","2022",186637.610505662,237403.27258725,242998.585818613,252556.531927381,229663.992838628,232946.309080801,209291.177433613,197225.024735903,181112.785387548,178482.352049344,161276.342986047,134286.63590306,118074.404381995,86657.4963770989,66436.6372675473,114524.668620927
"192","san luis potos'i","2023",185607.086227508,234704.565169386,238168.758877529,251851.878691378,228362.713765335,239096.664733878,211765.633909522,199837.968706059,181521.525863965,183112.848586278,165127.247255417,138713.297575858,123625.316571187,88925.9977436737,68116.3308372213,117582.360847116
"193","sinaloa","2016",203779.683127215,265422.790348749,270109.94743585,275832.23334635,262636.770764122,218664.234191084,210931.392848856,209023.607895603,205584.506593521,177283.359533378,160513.856688345,129252.982685644,106030.881337264,81933.1191957597,62887.8930976256,89621.1174338871
"194","sinaloa","2017",200783.365736831,261657.80553691,267639.623761599,272248.282596927,261261.575547012,222040.87673631,212101.156959383,208185.47745752,205302.623446702,181025.054680115,163363.740042753,132674.114750563,110200.439704641,85049.024828486,64762.6555648977,93070.2246053842
"195","sinaloa","2018",197831.105328801,257946.226503131,265191.892735688,268710.898932209,259893.581004353,225469.66185035,213277.408241193,207350.707705046,205021.126798406,184845.721043372,166264.222362891,136185.799036115,114533.96178485,88283.4279382686,66693.3069184971,96652.0721467975
"196","sinaloa","2019",194922.254102029,254287.295693989,262766.547734279,265219.477295504,258532.749432616,228951.394725771,214460.182670249,206519.285162706,204740.016118695,188747.025368513,169216.202020732,139790.432323397,119037.895286919,91640.8349684097,68681.5132722218,100371.768628238
"197","sinaloa","2020",192056.173780498,250680.26630185,260363.384023238,261773.420491762,257179.043325692,232486.892989032,215649.516422027,205691.196409054,204459.290878356,192730.669578784,172220.593338619,143490.474832695,123718.941469585,95125.9237416513,70728.9904086926,104234.619225329
"198","sinaloa","2021",189232.235473213,247124.402112441,257982.19874085,258372.139085421,255832.425373859,236076.986892493,216845.445872622,204866.428076463,204178.950548901,196798.391517766,175278.326872459,147288.451902629,128584.065111882,98743.5499777124,72837.5052600396,108246.133285658
"199","sinaloa","2022",186449.819536214,243618.977354584,255622.790880701,255015.051299592,254492.858462751,239722.51950938,218048.00759986,204044.966850905,203898.994602566,200951.965707503,178390.349699947,151186.955713732,133640.504875814,102498.754058688,75008.8774327292,112412.032186414
"200","sinaloa","2023",183708.315436604,240163.276552062,253284.9612747,251701.582916542,253160.305672338,243424.346931769,219257.238384417,203226.799471741,203619.422512313,205193.204122626,181557.625713905,155188.647057658,138895.784076531,106396.768051732,77244.9807778483,116738.257494448
"201","sonora","2016",202038.949859944,257876.234117889,264379.552494516,258624.330319288,247041.591550262,218329.026785292,211716.768225284,212485.229406671,200603.869100332,168560.416188994,153539.829261536,128404.621351996,100856.907590994,72966.4720060055,51742.3425640881,74181.1133358416
"202","sonora","2017",196278.92001608,255097.45906415,263032.070970506,257953.856298185,247089.123762061,220733.525422214,212583.029469765,211149.307183858,201468.260942202,174218.72185043,157698.60998288,131349.149077446,105709.939223311,76419.2600126831,54122.2901719827,77261.5366808004
"203","sonora","2018",190683.105754535,252348.627020962,261691.457248641,257285.12045621,247136.665119329,223164.505254881,213452.8351125,209821.784077494,202336.377404437,180066.967853033,161970.035463382,134361.199633731,110796.488981325,80035.4346364097,56611.7061637122,80469.8767899793
"204","sonora","2019",185246.825370836,249629.415333969,260357.676325319,256618.118287198,247184.215623825,225622.257925682,214326.199655765,208502.607281242,203208.234536238,186111.530192616,166357.156799652,137442.321429665,116127.793287785,83822.7273644873,59215.6256614867,83811.4454977387
"205","sonora","2020",179965.530633575,246939.50482561,259030.693375344,255952.845296666,247231.775277309,228107.078288918,215203.137661172,207191.724320769,204083.848455958,192358.998897052,170863.107730323,140594.098381606,121715.62923951,87789.2355397393,61939.3153836611,87291.7752161285
"206","sonora","2021",174834.802979156,244278.579757663,257710.473751015,255289.297001782,247279.344081542,230619.264446178,216083.663749915,205889.083051652,204963.235351404,198816.185210991,175491.10687449,143818.150727702,127572.340623544,91943.4396728658,64788.2842972619,90916.6280945327
"207","sonora","2022",169850.349815031,241646.327794176,256396.982981223,254627.468931337,247326.922038285,233159.117782099,216967.79260301,204594.631657306,205846.411480138,205490.129021755,180244.460030783,147116.135860806,133710.865185148,96294.2215740249,67768.2947604889,94692.0055596754
"208","sonora","2023",165008.000928326,239042.43996481,255090.186770552,253967.356625713,247374.509149297,235726.943000522,217855.538961544,203308.318646927,206733.393169772,212388.106534515,185126.562538714,150489.749180499,140144.763207875,100850.883342402,70885.3741777293,98624.1582517819
"209","tabasco","2016",181270.967305014,227941.92452309,224274.171416768,212655.355861862,210706.389027951,191023.461635687,188044.949985062,181183.793853199,162455.556047897,136402.34679671,120532.661182054,92828.4675831405,73468.8442011676,54776.6476769606,37301.7360652983,58562.1580727257
"210","tabasco","2017",177926.909477197,226985.369600641,223899.497330385,211668.697984272,204954.465661479,188307.670126173,186385.159492008,180771.807765282,163742.086327403,139060.94875077,122979.624115114,96114.2187949912,76177.3773817123,57134.0501036329,38392.5775704945,60341.1667496085
"211","tabasco","2018",174644.542293623,226032.828846807,223525.449177296,210686.617907055,199359.559946756,185630.489180303,184740.019243383,180360.758474928,165038.804994432,141771.36920001,125476.263439095,99516.2722717318,78985.7644808789,59592.9071909491,39515.3193386537,62174.2183780591
"212","tabasco","2019",171422.72769515,225084.28541619,223152.025911813,209709.094390574,193917.385570946,182991.369869481,183109.399927889,179950.643851994,166345.792733628,144534.618132572,128023.587646519,103038.744641782,81897.6867550523,62157.5852058011,40670.8942521169,64062.954681725
"213","tabasco","2020",168260.348617367,224139.722534082,222779.226489993,208736.106293734,188623.773230207,180389.771069258,181493.173375603,179541.461771179,167663.130868602,147351.725222153,130622.625703558,106685.898245509,84916.9611753567,64832.6383245022,41860.2624741748,66009.0672567433
"214","tabasco","2021",165156.30860329,223199.123496169,222407.04986964,207767.632573533,183474.667435551,177825.159348382,179891.212547902,179133.210112016,168990.901366988,150223.740211701,133274.427465677,110462.14629284,88047.5454309727,67622.8167197753,43084.4122468637,68014.2990867735
